"congress","senator_name","senator_party","senator_state"
"118th","Lisa Murkowski","R","AK"
"118th","Dan Sullivan","R","AK"
"118th","Tommy Tuberville","R","AL"
"118th","Katie Britt","R","AL"
"118th","John Boozman","R","AR"
"118th","Tom Cotton","R","AR"
"118th","Kyrsten Sinema","I","AZ"
"118th","Mark Kelly","D","AZ"
"118th","Dianne Feinstein","D","CA"
"118th","Alex Padilla","D","CA"
"118th","Laphonza Butler","D","CA"
"118th","Adam Schiff","D","CA"
"118th","Michael Bennet","D","CO"
"118th","John Hickenlooper","D","CO"
"118th","Richard Blumenthal","D","CT"
"118th","Chris Murphy","D","CT"
"118th","Tom Carper","D","DE"
"118th","Chris Coons","D","DE"
"118th","Marco Rubio","R","FL"
"118th","Rick Scott","R","FL"
"118th","Jon Ossoff","D","GA"
"118th","Brian Schatz","D","HI"
"118th","Mazie Hirono","D","HI"
"118th","Chuck Grassley","R","IA"
"118th","Joni Ernst","R","IA"
"118th","Mike Crapo","R","ID"
"118th","Jim Risch","R","ID"
"118th","Dick Durbin","D","IL"
"118th","Tammy Duckworth","D","IL"
"118th","Todd Young","R","IN"
"118th","Mike Braun","R","IN"
"118th","Jerry Moran","R","KS"
"118th","Roger Marshall","R","KS"
"118th","Mitch McConnell","R","KY"
"118th","Rand Paul","R","KY"
"118th","Bill Cassidy","R","LA"
"118th","John Kennedy","R","LA"
"118th","Elizabeth Warren","D","MA"
"118th","Ed Markey","D","MA"
"118th","Ben Cardin","D","MD"
"118th","Chris Van Hollen","D","MD"
"118th","Susan Collins","R","ME"
"118th","Angus King","I","ME"
"118th","Debbie Stabenow","D","MI"
"118th","Gary Peters","D","MI"
"118th","Amy Klobuchar","D","MN"
"118th","Tina Smith","D","MN"
"118th","Josh Hawley","R","MO"
"118th","Eric Schmitt","R","MO"
"118th","Roger Wicker","R","MS"
"118th","Cindy Hyde-Smith","R","MS"
"118th","Jon Tester","D","MT"
"118th","Steve Daines","R","MT"
"118th","Thom Tillis","R","NC"
"118th","Ted Budd","R","NC"
"118th","John Hoeven","R","ND"
"118th","Kevin Cramer","R","ND"
"118th","Deb Fischer","R","NE"
"118th","Ben Sasse","R","NE"
"118th","Pete Ricketts","R","NE"
"118th","Jeanne Shaheen","D","NH"
"118th","Maggie Hassan","D","NH"
"118th","Bob Menendez","D","NJ"
"118th","Cory Booker","D","NJ"
"118th","George Helmy","D","NJ"
"118th","Andy Kim","D","NJ"
"118th","Martin Heinrich","D","NM"
"118th","Ben Ray Luján","D","NM"
"118th","Catherine Cortez Masto","D","NV"
"118th","Jacky Rosen","D","NV"
"118th","Chuck Schumer","D","NY"
"118th","Kirsten Gillibrand","D","NY"
"118th","Sherrod Brown","D","OH"
"118th","JD Vance","R","OH"
"118th","James Lankford","R","OK"
"118th","Markwayne Mullin","R","OK"
"118th","Ron Wyden","D","OR"
"118th","Jeff Merkley","D","OR"
"118th","Bob Casey Jr.","D","PA"
"118th","John Fetterman","D","PA"
"118th","Jack Reed","D","RI"
"118th","Sheldon Whitehouse","D","RI"
"118th","Lindsey Graham","R","SC"
"118th","Tim Scott","R","SC"
"118th","John Thune","R","SD"
"118th","Mike Rounds","R","SD"
"118th","Marsha Blackburn","R","TN"
"118th","Bill Hagerty","R","TN"
"118th","John Cornyn","R","TX"
"118th","Ted Cruz","R","TX"
"118th","Mike Lee","R","UT"
"118th","Mitt Romney","R","UT"
"118th","Mark Warner","D","VA"
"118th","Tim Kaine","D","VA"
"118th","Bernie Sanders","I","VT"
"118th","Peter Welch","D","VT"
"118th","Patty Murray","D","WA"
"118th","Maria Cantwell","D","WA"
"118th","Ron Johnson","R","WI"
"118th","Tammy Baldwin","D","WI"
"118th","Joe Manchin","D","WV"
"118th","Shelley Moore Capito","R","WV"
"118th","John Barrasso","R","WY"
"118th","Cynthia Lummis","R","WY"
"118th","Raphael Warnock","D",NA
"117th","Lisa Murkowski","R","AK"
"117th","Dan Sullivan","R","AK"
"117th","Richard Shelby","R","AL"
"117th","Tommy Tuberville","R","AL"
"117th","John Boozman","R","AR"
"117th","Tom Cotton","R","AR"
"117th","Kyrsten Sinema","D","AZ"
"117th","Mark Kelly","D","AZ"
"117th","Dianne Feinstein","D","CA"
"117th","Kamala Harris","D","CA"
"117th","Alex Padilla","D","CA"
"117th","Michael Bennet","D","CO"
"117th","John Hickenlooper","D","CO"
"117th","Richard Blumenthal","D","CT"
"117th","Chris Murphy","D","CT"
"117th","Tom Carper","D","DE"
"117th","Chris Coons","D","DE"
"117th","Marco Rubio","R","FL"
"117th","Rick Scott","R","FL"
"117th","Kelly Loeffler","R","GA"
"117th","Jon Ossoff","D","GA"
"117th","Raphael Warnock","D","GA"
"117th","Brian Schatz","D","HI"
"117th","Mazie Hirono","D","HI"
"117th","Chuck Grassley","R","IA"
"117th","Joni Ernst","R","IA"
"117th","Mike Crapo","R","ID"
"117th","Jim Risch","R","ID"
"117th","Dick Durbin","D","IL"
"117th","Tammy Duckworth","D","IL"
"117th","Todd Young","R","IN"
"117th","Mike Braun","R","IN"
"117th","Jerry Moran","R","KS"
"117th","Roger Marshall","R","KS"
"117th","Mitch McConnell","R","KY"
"117th","Rand Paul","R","KY"
"117th","Bill Cassidy","R","LA"
"117th","John Neely Kennedy","R","LA"
"117th","Elizabeth Warren","D","MA"
"117th","Ed Markey","D","MA"
"117th","Ben Cardin","D","MD"
"117th","Chris Van Hollen","D","MD"
"117th","Susan Collins","R","ME"
"117th","Angus King","I","ME"
"117th","Debbie Stabenow","D","MI"
"117th","Gary Peters","D","MI"
"117th","Amy Klobuchar","D","MN"
"117th","Tina Smith","D","MN"
"117th","Roy Blunt","R","MO"
"117th","Josh Hawley","R","MO"
"117th","Roger Wicker","R","MS"
"117th","Cindy Hyde-Smith","R","MS"
"117th","Jon Tester","D","MT"
"117th","Steve Daines","R","MT"
"117th","Richard Burr","R","NC"
"117th","Thom Tillis","R","NC"
"117th","John Hoeven","R","ND"
"117th","Kevin Cramer","R","ND"
"117th","Deb Fischer","R","NE"
"117th","Ben Sasse","R","NE"
"117th","Jeanne Shaheen","D","NH"
"117th","Maggie Hassan","D","NH"
"117th","Bob Menendez","D","NJ"
"117th","Cory Booker","D","NJ"
"117th","Martin Heinrich","D","NM"
"117th","Ben Ray Luján","D","NM"
"117th","Catherine Cortez Masto","D","NV"
"117th","Jacky Rosen","D","NV"
"117th","Chuck Schumer","D","NY"
"117th","Kirsten Gillibrand","D","NY"
"117th","Sherrod Brown","D","OH"
"117th","Rob Portman","R","OH"
"117th","Jim Inhofe","R","OK"
"117th","James Lankford","R","OK"
"117th","Ron Wyden","D","OR"
"117th","Jeff Merkley","D","OR"
"117th","Bob Casey, Jr.","D","PA"
"117th","Pat Toomey","R","PA"
"117th","Jack Reed","D","RI"
"117th","Sheldon Whitehouse","D","RI"
"117th","Lindsey Graham","R","SC"
"117th","Tim Scott","R","SC"
"117th","John Thune","R","SD"
"117th","Mike Rounds","R","SD"
"117th","Marsha Blackburn","R","TN"
"117th","Bill Hagerty","R","TN"
"117th","John Cornyn","R","TX"
"117th","Ted Cruz","R","TX"
"117th","Mike Lee","R","UT"
"117th","Mitt Romney","R","UT"
"117th","Mark Warner","D","VA"
"117th","Tim Kaine","D","VA"
"117th","Patrick Leahy","D","VT"
"117th","Bernie Sanders","I","VT"
"117th","Patty Murray","D","WA"
"117th","Maria Cantwell","D","WA"
"117th","Ron Johnson","R","WI"
"117th","Tammy Baldwin","D","WI"
"117th","Joe Manchin","D","WV"
"117th","Shelley Moore Capito","R","WV"
"117th","John Barrasso","R","WY"
"117th","Cynthia Lummis","R","WY"
"116th","Lisa Murkowski","R","AK"
"116th","Dan Sullivan","R","AK"
"116th","Richard Shelby","R","AL"
"116th","Doug Jones","D","AL"
"116th","John Boozman","R","AR"
"116th","Tom Cotton","R","AR"
"116th","Kyrsten Sinema","D","AZ"
"116th","Martha McSally","R","AZ"
"116th","Mark Kelly","D","AZ"
"116th","Dianne Feinstein","D","CA"
"116th","Kamala Harris","D","CA"
"116th","Michael Bennet","D","CO"
"116th","Cory Gardner","R","CO"
"116th","Richard Blumenthal","D","CT"
"116th","Chris Murphy","D","CT"
"116th","Tom Carper","D","DE"
"116th","Chris Coons","D","DE"
"116th","Marco Rubio","R","FL"
"116th","Rick Scott","R","FL"
"116th","Johnny Isakson","R","GA"
"116th","David Perdue","R","GA"
"116th","Kelly Loeffler","R","GA"
"116th","Brian Schatz","D","HI"
"116th","Mazie Hirono","D","HI"
"116th","Chuck Grassley","R","IA"
"116th","Joni Ernst","R","IA"
"116th","Mike Crapo","R","ID"
"116th","Jim Risch","R","ID"
"116th","Dick Durbin","D","IL"
"116th","Tammy Duckworth","D","IL"
"116th","Todd Young","R","IN"
"116th","Mike Braun","R","IN"
"116th","Pat Roberts","R","KS"
"116th","Jerry Moran","R","KS"
"116th","Mitch McConnell","R","KY"
"116th","Rand Paul","R","KY"
"116th","Bill Cassidy","R","LA"
"116th","John Neely Kennedy","R","LA"
"116th","Elizabeth Warren","D","MA"
"116th","Ed Markey","D","MA"
"116th","Ben Cardin","D","MD"
"116th","Chris Van Hollen","D","MD"
"116th","Susan Collins","R","ME"
"116th","Angus King","I","ME"
"116th","Debbie Stabenow","D","MI"
"116th","Gary Peters","D","MI"
"116th","Amy Klobuchar","D","MN"
"116th","Tina Smith","D","MN"
"116th","Roy Blunt","R","MO"
"116th","Josh Hawley","R","MO"
"116th","Roger Wicker","R","MS"
"116th","Cindy Hyde-Smith","R","MS"
"116th","Jon Tester","D","MT"
"116th","Steve Daines","R","MT"
"116th","Richard Burr","R","NC"
"116th","Thom Tillis","R","NC"
"116th","John Hoeven","R","ND"
"116th","Kevin Cramer","R","ND"
"116th","Deb Fischer","R","NE"
"116th","Ben Sasse","R","NE"
"116th","Jeanne Shaheen","D","NH"
"116th","Maggie Hassan","D","NH"
"116th","Bob Menendez","D","NJ"
"116th","Cory Booker","D","NJ"
"116th","Tom Udall","D","NM"
"116th","Martin Heinrich","D","NM"
"116th","Catherine Cortez Masto","D","NV"
"116th","Jacky Rosen","D","NV"
"116th","Chuck Schumer","D","NY"
"116th","Kirsten Gillibrand","D","NY"
"116th","Sherrod Brown","D","OH"
"116th","Rob Portman","R","OH"
"116th","Jim Inhofe","R","OK"
"116th","James Lankford","R","OK"
"116th","Ron Wyden","D","OR"
"116th","Jeff Merkley","D","OR"
"116th","Bob Casey Jr.","D","PA"
"116th","Pat Toomey","R","PA"
"116th","Jack Reed","D","RI"
"116th","Sheldon Whitehouse","D","RI"
"116th","Lindsey Graham","R","SC"
"116th","Tim Scott","R","SC"
"116th","John Thune","R","SD"
"116th","Mike Rounds","R","SD"
"116th","Lamar Alexander","R","TN"
"116th","Marsha Blackburn","R","TN"
"116th","John Cornyn","R","TX"
"116th","Ted Cruz","R","TX"
"116th","Mike Lee","R","UT"
"116th","Mitt Romney","R","UT"
"116th","Mark Warner","D","VA"
"116th","Tim Kaine","D","VA"
"116th","Patrick Leahy","D","VT"
"116th","Bernie Sanders","I","VT"
"116th","Patty Murray","D","WA"
"116th","Maria Cantwell","D","WA"
"116th","Ron Johnson","R","WI"
"116th","Tammy Baldwin","D","WI"
"116th","Joe Manchin","D","WV"
"116th","Shelley Moore Capito","R","WV"
"116th","Mike Enzi","R","WY"
"116th","John Barrasso","R","WY"
"115th","Jon Kyl","Kyl",""
"115th","Lisa Murkowski","R","AK"
"115th","Dan Sullivan","R","AK"
"115th","Richard Shelby","R","AL"
"115th","Jeff Sessions","R","AL"
"115th","Luther Strange","R","AL"
"115th","Doug Jones","D","AL"
"115th","John Boozman","R","AR"
"115th","Tom Cotton","R","AR"
"115th","John McCain","R","AZ"
"115th","Jeff Flake","R","AZ"
"115th","Dianne Feinstein","D","CA"
"115th","Kamala Harris","D","CA"
"115th","Michael Bennet","D","CO"
"115th","Cory Gardner","R","CO"
"115th","Richard Blumenthal","D","CT"
"115th","Chris Murphy","D","CT"
"115th","Tom Carper","D","DE"
"115th","Chris Coons","D","DE"
"115th","Bill Nelson","D","FL"
"115th","Marco Rubio","R","FL"
"115th","Johnny Isakson","R","GA"
"115th","David Perdue","R","GA"
"115th","Brian Schatz","D","HI"
"115th","Mazie Hirono","D","HI"
"115th","Chuck Grassley","R","IA"
"115th","Joni Ernst","R","IA"
"115th","Mike Crapo","R","ID"
"115th","Jim Risch","R","ID"
"115th","Dick Durbin","D","IL"
"115th","Tammy Duckworth","D","IL"
"115th","Joe Donnelly","D","IN"
"115th","Todd Young","R","IN"
"115th","Pat Roberts","R","KS"
"115th","Jerry Moran","R","KS"
"115th","Mitch McConnell","R","KY"
"115th","Rand Paul","R","KY"
"115th","Bill Cassidy","R","LA"
"115th","John Neely Kennedy","R","LA"
"115th","Elizabeth Warren","D","MA"
"115th","Ed Markey","D","MA"
"115th","Ben Cardin","D","MD"
"115th","Chris Van Hollen","D","MD"
"115th","Susan Collins","R","ME"
"115th","Angus King","I","ME"
"115th","Debbie Stabenow","D","MI"
"115th","Gary Peters","D","MI"
"115th","Amy Klobuchar","D","MN"
"115th","Al Franken","D","MN"
"115th","Tina Smith","D","MN"
"115th","Claire McCaskill","D","MO"
"115th","Roy Blunt","R","MO"
"115th","Thad Cochran","R","MS"
"115th","Roger Wicker","R","MS"
"115th","Cindy Hyde-Smith","R","MS"
"115th","Jon Tester","D","MT"
"115th","Steve Daines","R","MT"
"115th","Richard Burr","R","NC"
"115th","Thom Tillis","R","NC"
"115th","John Hoeven","R","ND"
"115th","Heidi Heitkamp","D","ND"
"115th","Deb Fischer","R","NE"
"115th","Ben Sasse","R","NE"
"115th","Jeanne Shaheen","D","NH"
"115th","Maggie Hassan","D","NH"
"115th","Bob Menendez","D","NJ"
"115th","Cory Booker","D","NJ"
"115th","Tom Udall","D","NM"
"115th","Martin Heinrich","D","NM"
"115th","Dean Heller","R","NV"
"115th","Catherine Cortez Masto","D","NV"
"115th","Chuck Schumer","D","NY"
"115th","Kirsten Gillibrand","D","NY"
"115th","Sherrod Brown","D","OH"
"115th","Rob Portman","R","OH"
"115th","Jim Inhofe","R","OK"
"115th","James Lankford","R","OK"
"115th","Ron Wyden","D","OR"
"115th","Jeff Merkley","D","OR"
"115th","Bob Casey, Jr.","D","PA"
"115th","Pat Toomey","R","PA"
"115th","Jack Reed","D","RI"
"115th","Sheldon Whitehouse","D","RI"
"115th","Lindsey Graham","R","SC"
"115th","Tim Scott","R","SC"
"115th","John Thune","R","SD"
"115th","Mike Rounds","R","SD"
"115th","Lamar Alexander","R","TN"
"115th","Bob Corker","R","TN"
"115th","John Cornyn","R","TX"
"115th","Ted Cruz","R","TX"
"115th","Orrin Hatch","R","UT"
"115th","Mike Lee","R","UT"
"115th","Mark Warner","D","VA"
"115th","Tim Kaine","D","VA"
"115th","Patrick Leahy","D","VT"
"115th","Bernie Sanders","I","VT"
"115th","Patty Murray","D","WA"
"115th","Maria Cantwell","D","WA"
"115th","Ron Johnson","R","WI"
"115th","Tammy Baldwin","D","WI"
"115th","Joe Manchin","D","WV"
"115th","Shelley Moore Capito","R","WV"
"115th","Mike Enzi","R","WY"
"115th","John Barrasso","R","WY"
"114th","Lisa Murkowski","R","AK"
"114th","Dan Sullivan","R","AK"
"114th","Richard Shelby","R","AL"
"114th","Jeff Sessions","R","AL"
"114th","John Boozman","R","AR"
"114th","Tom Cotton","R","AR"
"114th","John McCain","R","AZ"
"114th","Jeff Flake","R","AZ"
"114th","Dianne Feinstein","D","CA"
"114th","Barbara Boxer","D","CA"
"114th","Michael Bennet","D","CO"
"114th","Cory Gardner","R","CO"
"114th","Richard Blumenthal","D","CT"
"114th","Chris Murphy","D","CT"
"114th","Tom Carper","D","DE"
"114th","Chris Coons","D","DE"
"114th","Bill Nelson","D","FL"
"114th","Marco Rubio","R","FL"
"114th","Johnny Isakson","R","GA"
"114th","David Perdue","R","GA"
"114th","Brian Schatz","D","HI"
"114th","Mazie Hirono","D","HI"
"114th","Chuck Grassley","R","IA"
"114th","Joni Ernst","R","IA"
"114th","Mike Crapo","R","ID"
"114th","Jim Risch","R","ID"
"114th","Dick Durbin","D","IL"
"114th","Mark Kirk","R","IL"
"114th","Dan Coats","R","IN"
"114th","Joe Donnelly","D","IN"
"114th","Pat Roberts","R","KS"
"114th","Jerry Moran","R","KS"
"114th","Mitch McConnell","R","KY"
"114th","Rand Paul","R","KY"
"114th","David Vitter","R","LA"
"114th","Bill Cassidy","R","LA"
"114th","Elizabeth Warren","D","MA"
"114th","Ed Markey","D","MA"
"114th","Barbara Mikulski","D","MD"
"114th","Ben Cardin","D","MD"
"114th","Susan Collins","R","ME"
"114th","Angus King","I","ME"
"114th","Debbie Stabenow","D","MI"
"114th","Gary Peters","D","MI"
"114th","Amy Klobuchar","D","MN"
"114th","Al Franken","D","MN"
"114th","Claire McCaskill","D","MO"
"114th","Roy Blunt","R","MO"
"114th","Thad Cochran","R","MS"
"114th","Roger Wicker","R","MS"
"114th","Jon Tester","D","MT"
"114th","Steve Daines","R","MT"
"114th","Richard Burr","R","NC"
"114th","Thom Tillis","R","NC"
"114th","John Hoeven","R","ND"
"114th","Heidi Heitkamp","D","ND"
"114th","Deb Fischer","R","NE"
"114th","Ben Sasse","R","NE"
"114th","Jeanne Shaheen","D","NH"
"114th","Kelly Ayotte","R","NH"
"114th","Bob Menendez","D","NJ"
"114th","Cory Booker","D","NJ"
"114th","Tom Udall","D","NM"
"114th","Martin Heinrich","D","NM"
"114th","Harry Reid","D","NV"
"114th","Dean Heller","R","NV"
"114th","Chuck Schumer","D","NY"
"114th","Kirsten Gillibrand","D","NY"
"114th","Sherrod Brown","D","OH"
"114th","Rob Portman","R","OH"
"114th","Jim Inhofe","R","OK"
"114th","James Lankford","R","OK"
"114th","Ron Wyden","D","OR"
"114th","Jeff Merkley","D","OR"
"114th","Bob Casey Jr","D","PA"
"114th","Pat Toomey","R","PA"
"114th","Jack Reed","D","RI"
"114th","Sheldon Whitehouse","D","RI"
"114th","Lindsey Graham","R","SC"
"114th","Tim Scott","R","SC"
"114th","John Thune","R","SD"
"114th","Mike Rounds","R","SD"
"114th","Lamar Alexander","R","TN"
"114th","Bob Corker","R","TN"
"114th","John Cornyn","R","TX"
"114th","Ted Cruz","R","TX"
"114th","Orrin Hatch","R","UT"
"114th","Mike Lee","R","UT"
"114th","Mark Warner","D","VA"
"114th","Tim Kaine","D","VA"
"114th","Patrick Leahy","D","VT"
"114th","Bernie Sanders","I","VT"
"114th","Patty Murray","D","WA"
"114th","Maria Cantwell","D","WA"
"114th","Ron Johnson","R","WI"
"114th","Tammy Baldwin","D","WI"
"114th","Joe Manchin","D","WV"
"114th","Shelley Moore Capito","R","WV"
"114th","Mike Enzi","R","WY"
"114th","John Barrasso","R","WY"
"113th","Frank Lautenberg","NJ",""
"113th","Lisa Murkowski","R","AK"
"113th","Mark Begich","D","AK"
"113th","Richard Shelby","R","AL"
"113th","Jeff Sessions","R","AL"
"113th","Mark Pryor","D","AR"
"113th","John Boozman","R","AR"
"113th","John McCain","R","AZ"
"113th","Jeff Flake","R","AZ"
"113th","Dianne Feinstein","D","CA"
"113th","Barbara Boxer","D","CA"
"113th","Mark Udall","D","CO"
"113th","Michael Bennet","D","CO"
"113th","Richard Blumenthal","D","CT"
"113th","Chris Murphy","D","CT"
"113th","Tom Carper","D","DE"
"113th","Chris Coons","D","DE"
"113th","Bill Nelson","D","FL"
"113th","Marco Rubio","R","FL"
"113th","Saxby Chambliss","R","GA"
"113th","Johnny Isakson","R","GA"
"113th","Brian Schatz","D","HI"
"113th","Mazie Hirono","D","HI"
"113th","Chuck Grassley","R","IA"
"113th","Tom Harkin","D","IA"
"113th","Mike Crapo","R","ID"
"113th","Jim Risch","R","ID"
"113th","Dick Durbin","D","IL"
"113th","Mark Kirk","R","IL"
"113th","Dan Coats","R","IN"
"113th","Joe Donnelly","D","IN"
"113th","Pat Roberts","R","KS"
"113th","Jerry Moran","R","KS"
"113th","Mitch McConnell","R","KY"
"113th","Rand Paul","R","KY"
"113th","Mary Landrieu","D","LA"
"113th","David Vitter","R","LA"
"113th","John Kerry","D","MA"
"113th","Elizabeth Warren","D","MA"
"113th","Mo Cowan","D","MA"
"113th","Ed Markey","D","MA"
"113th","Barbara Mikulski","D","MD"
"113th","Ben Cardin","D","MD"
"113th","Susan Collins","R","ME"
"113th","Angus King","I","ME"
"113th","Carl Levin","D","MI"
"113th","Debbie Stabenow","D","MI"
"113th","Amy Klobuchar","D","MN"
"113th","Al Franken","D","MN"
"113th","Claire McCaskill","D","MO"
"113th","Roy Blunt","R","MO"
"113th","Thad Cochran","R","MS"
"113th","Roger Wicker","R","MS"
"113th","Max Baucus","D","MT"
"113th","Jon Tester","D","MT"
"113th","John Walsh","D","MT"
"113th","Richard Burr","R","NC"
"113th","Kay Hagan","D","NC"
"113th","John Hoeven","R","ND"
"113th","Heidi Heitkamp","D","ND"
"113th","Mike Johanns","R","NE"
"113th","Deb Fischer","R","NE"
"113th","Jeanne Shaheen","D","NH"
"113th","Kelly Ayotte","R","NH"
"113th","Bob Menendez","D","NJ"
"113th","Jeffrey Chiesa","R","NJ"
"113th","Cory Booker","D","NJ"
"113th","Tom Udall","D","NM"
"113th","Martin Heinrich","D","NM"
"113th","Harry Reid","D","NV"
"113th","Dean Heller","R","NV"
"113th","Chuck Schumer","D","NY"
"113th","Kirsten Gillibrand","D","NY"
"113th","Sherrod Brown","D","OH"
"113th","Rob Portman","R","OH"
"113th","Jim Inhofe","R","OK"
"113th","Tom Coburn","R","OK"
"113th","Ron Wyden","D","OR"
"113th","Jeff Merkley","D","OR"
"113th","Bob Casey, Jr.","D","PA"
"113th","Pat Toomey","R","PA"
"113th","Jack Reed","D","RI"
"113th","Sheldon Whitehouse","D","RI"
"113th","Lindsey Graham","R","SC"
"113th","Tim Scott","R","SC"
"113th","Tim Johnson","D","SD"
"113th","John Thune","R","SD"
"113th","Lamar Alexander","R","TN"
"113th","Bob Corker","R","TN"
"113th","John Cornyn","R","TX"
"113th","Ted Cruz","R","TX"
"113th","Orrin Hatch","R","UT"
"113th","Mike Lee","R","UT"
"113th","Mark Warner","D","VA"
"113th","Tim Kaine","D","VA"
"113th","Patrick Leahy","D","VT"
"113th","Bernie Sanders","I","VT"
"113th","Patty Murray","D","WA"
"113th","Maria Cantwell","D","WA"
"113th","Ron Johnson","R","WI"
"113th","Tammy Baldwin","D","WI"
"113th","Jay Rockefeller","D","WV"
"113th","Joe Manchin","D","WV"
"113th","Mike Enzi","R","WY"
"113th","John Barrasso","R","WY"
"112th","Lisa Murkowski","R","AK"
"112th","Mark Begich","D","AK"
"112th","Richard Shelby","R","AL"
"112th","Jeff Sessions","R","AL"
"112th","Mark Pryor","D","AR"
"112th","John Boozman","R","AR"
"112th","John McCain","R","AZ"
"112th","Jon Kyl","R","AZ"
"112th","Dianne Feinstein","D","CA"
"112th","Barbara Boxer","D","CA"
"112th","Mark Udall","D","CO"
"112th","Michael Bennet","D","CO"
"112th","Joe Lieberman","ID","CT"
"112th","Richard Blumenthal","D","CT"
"112th","Tom Carper","D","DE"
"112th","Chris Coons","D","DE"
"112th","Bill Nelson","D","FL"
"112th","Marco Rubio","R","FL"
"112th","Saxby Chambliss","R","GA"
"112th","Johnny Isakson","R","GA"
"112th","Daniel Inouye","D","HI"
"112th","Daniel Akaka","D","HI"
"112th","Brian Schatz","D","HI"
"112th","Chuck Grassley","R","IA"
"112th","Tom Harkin","D","IA"
"112th","Mike Crapo","R","ID"
"112th","Jim Risch","R","ID"
"112th","Dick Durbin","D","IL"
"112th","Mark Kirk","R","IL"
"112th","Richard Lugar","R","IN"
"112th","Dan Coats","R","IN"
"112th","Pat Roberts","R","KS"
"112th","Jerry Moran","R","KS"
"112th","Mitch McConnell","R","KY"
"112th","Rand Paul","R","KY"
"112th","Mary Landrieu","D","LA"
"112th","David Vitter","R","LA"
"112th","John Kerry","D","MA"
"112th","Scott Brown","R","MA"
"112th","Barbara Mikulski","D","MD"
"112th","Ben Cardin","D","MD"
"112th","Olympia Snowe","R","ME"
"112th","Susan Collins","R","ME"
"112th","Carl Levin","D","MI"
"112th","Debbie Stabenow","D","MI"
"112th","Amy Klobuchar","D","MN"
"112th","Al Franken","D","MN"
"112th","Claire McCaskill","D","MO"
"112th","Roy Blunt","R","MO"
"112th","Thad Cochran","R","MS"
"112th","Roger Wicker","R","MS"
"112th","Max Baucus","D","MT"
"112th","Jon Tester","D","MT"
"112th","Richard Burr","R","NC"
"112th","Kay Hagan","D","NC"
"112th","Kent Conrad","D","ND"
"112th","John Hoeven","R","ND"
"112th","Ben Nelson","D","NE"
"112th","Mike Johanns","R","NE"
"112th","Jeanne Shaheen","D","NH"
"112th","Kelly Ayotte","R","NH"
"112th","Frank Lautenberg","D","NJ"
"112th","Bob Menendez","D","NJ"
"112th","Jeff Bingaman","D","NM"
"112th","Tom Udall","D","NM"
"112th","Harry Reid","D","NV"
"112th","John Ensign","R","NV"
"112th","Dean Heller","R","NV"
"112th","Chuck Schumer","D","NY"
"112th","Kirsten Gillibrand","D","NY"
"112th","Sherrod Brown","D","OH"
"112th","Rob Portman","R","OH"
"112th","Jim Inhofe","R","OK"
"112th","Tom Coburn","R","OK"
"112th","Ron Wyden","D","OR"
"112th","Jeff Merkley","D","OR"
"112th","Bob Casey, Jr.","D","PA"
"112th","Pat Toomey","R","PA"
"112th","Jack Reed","D","RI"
"112th","Sheldon Whitehouse","D","RI"
"112th","Lindsey Graham","R","SC"
"112th","Jim DeMint","R","SC"
"112th","Tim Scott","R","SC"
"112th","Tim Johnson","D","SD"
"112th","John Thune","R","SD"
"112th","Lamar Alexander","R","TN"
"112th","Bob Corker","R","TN"
"112th","Kay Bailey Hutchison","R","TX"
"112th","John Cornyn","R","TX"
"112th","Orrin Hatch","R","UT"
"112th","Mike Lee","R","UT"
"112th","Jim Webb","D","VA"
"112th","Mark Warner","D","VA"
"112th","Patrick Leahy","D","VT"
"112th","Bernie Sanders","I","VT"
"112th","Patty Murray","D","WA"
"112th","Maria Cantwell","D","WA"
"112th","Herb Kohl","D","WI"
"112th","Ron Johnson","R","WI"
"112th","Jay Rockefeller","D","WV"
"112th","Joe Manchin","D","WV"
"112th","Mike Enzi","R","WY"
"112th","John Barrasso","R","WY"
"111th","Lisa Murkowski","R","AK"
"111th","Mark Begich","D","AK"
"111th","Richard Shelby","R","AL"
"111th","Jeff Sessions","R","AL"
"111th","Blanche Lincoln","D","AR"
"111th","Mark Pryor","D","AR"
"111th","John McCain","R","AZ"
"111th","Jon Kyl","R","AZ"
"111th","Dianne Feinstein","D","CA"
"111th","Barbara Boxer","D","CA"
"111th","Ken Salazar","D","CO"
"111th","Mark Udall","D","CO"
"111th","Michael Bennet","D","CO"
"111th","Chris Dodd","D","CT"
"111th","Joe Lieberman","I","CT"
"111th","Joe Biden","D","DE"
"111th","Tom Carper","D","DE"
"111th","Ted Kaufman","D","DE"
"111th","Chris Coons","D","DE"
"111th","Bill Nelson","D","FL"
"111th","Mel Martinez","R","FL"
"111th","George LeMieux","R","FL"
"111th","Saxby Chambliss","R","GA"
"111th","Johnny Isakson","R","GA"
"111th","Daniel Inouye","D","HI"
"111th","Daniel Akaka","D","HI"
"111th","Chuck Grassley","R","IA"
"111th","Tom Harkin","D","IA"
"111th","Mike Crapo","R","ID"
"111th","Jim Risch","R","ID"
"111th","Dick Durbin","D","IL"
"111th","Roland Burris","D","IL"
"111th","Mark Kirk","R","IL"
"111th","Richard Lugar","R","IN"
"111th","Evan Bayh","D","IN"
"111th","Sam Brownback","R","KS"
"111th","Pat Roberts","R","KS"
"111th","Mitch McConnell","R","KY"
"111th","Jim Bunning","R","KY"
"111th","Mary Landrieu","D","LA"
"111th","David Vitter","R","LA"
